# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,gen_rewards,gg_loss,generator_entropy_loss,generator_baseline_loss,mean_intrinsic_rewards,mean_episode_steps,ex_reward,generator_current_target
0,1596102754.167139,0,-1.975354552268982,0.0,-1.8812403678894043,0.0030284677632153034,-0.09714274108409882,,,,,,,,
1,1596102755.511376,800,4.835211753845215,0.0,4.9139018058776855,0.01839960180222988,-0.09708983451128006,,,,,,,,
2,1596102756.232203,1600,-5.895402908325195,0.0,-5.825861930847168,0.027648476883769035,-0.09718925505876541,,,,,,,,
3,1596102756.7346392,2400,4.198455333709717,0.0,4.281807899475098,0.013779595494270325,-0.09713239222764969,,,,,,,,
4,1596102757.1387572,3200,-6.310478687286377,0.0,-6.242537021636963,0.029152272269129753,-0.09709387272596359,,,,,,,,
5,1596102757.565418,4000,2.807509183883667,0.0,2.896071195602417,0.008562902919948101,-0.09712488949298859,,,,,,,,
6,1596102758.064843,4800,-2.41123628616333,0.0,-2.3185126781463623,0.004432529676705599,-0.09715615212917328,,,,,,,,
7,1596102758.55839,5600,1.5590416193008423,0.0,1.6507130861282349,0.00544043118134141,-0.09711188822984695,,,,,,,,
8,1596102759.085935,6400,-0.6928253173828125,0.0,-0.596208393573761,0.0005627134232781827,-0.09717968106269836,,,,,,,,
9,1596102759.5963478,7200,0.33338701725006104,0.0,0.4301062822341919,0.00041318245348520577,-0.09713242948055267,,,,,,,,
10,1596102760.080318,8000,-0.30058568716049194,0.0,-0.20383614301681519,0.0004100631340406835,-0.09715960919857025,,,,,,,,
11,1596102760.558177,8800,-0.2287287712097168,0.0,-0.13202489912509918,0.0004374014097265899,-0.09714128822088242,,,,,,,,
12,1596102761.006571,9600,0.013832658529281616,0.0,0.10985075682401657,0.0010978018399327993,-0.0971158966422081,,,,,,,,
13,1596102761.462954,10400,-0.2962045967578888,0.0,-0.19930055737495422,0.0002442483964841813,-0.09714829176664352,,,,,,,,
14,1596102761.917602,11200,0.12148331105709076,0.0,0.21828316152095795,0.0003400163259357214,-0.0971398651599884,,,,,,,,
15,1596102762.3481228,12000,-0.13333672285079956,0.0,-0.03643471375107765,0.00024055058020167053,-0.09714256227016449,,,,,,,,
16,1596102762.7929978,12800,-0.8695138096809387,0.0,-0.777514636516571,0.005125544033944607,-0.09712469577789307,,,,,,,,
17,1596102763.2154171,13600,0.28850600123405457,0.0,0.3577824532985687,0.027835676446557045,-0.09711212664842606,,,,,,,,
18,1596102763.660755,14400,1.0879948139190674,0.0,1.1826093196868896,0.002541475696489215,-0.09715595841407776,,,,,,,,
19,1596102764.1317918,15200,-2.835341453552246,0.0,-2.74460768699646,0.00643183896318078,-0.09716568142175674,,,,,,,,
20,1596102764.586855,16000,5.9045844078063965,0.0,5.9711785316467285,0.030531976372003555,-0.09712623804807663,,,,,,,,
21,1596102765.024499,16800,-5.083649158477783,0.0,-5.010826110839844,0.024319957941770554,-0.09714339673519135,,,,,,,,
22,1596102765.45177,17600,7.542186737060547,0.0,7.585470676422119,0.05390248820185661,-0.09718658775091171,,,,,,,,
23,1596102765.903401,18400,-6.403106689453125,0.0,-6.33696985244751,0.031042560935020447,-0.09717940539121628,,,,,,,,
24,1596102766.3487911,19200,3.8923661708831787,0.0,3.9755451679229736,0.013990876264870167,-0.09716992825269699,,,,,,,,
25,1596102766.835652,20000,-6.064600944519043,0.0,-5.99587869644165,0.028420470654964447,-0.09714283049106598,,,,,,,,
26,1596102767.29053,20800,2.149074077606201,0.0,2.2423667907714844,0.003876019036397338,-0.09716860204935074,,,,,,,,
27,1596102767.751195,21600,0.130099356174469,0.0,0.2263411283493042,0.000936223950702697,-0.09717798978090286,,,,,,,,
28,1596102768.2326632,22400,-0.6077718734741211,0.0,-0.515108048915863,0.0044983793050050735,-0.0971621721982956,,,,,,,,
29,1596102768.693856,23200,0.10689429938793182,0.0,0.20374950766563416,0.00031365142785944045,-0.09716886281967163,,,,,,,,
30,1596102769.1504042,24000,0.19160008430480957,0.0,0.2882102131843567,0.0005869276938028634,-0.09719706326723099,,,,,,,,
31,1596102769.61991,24800,-0.8618764877319336,0.0,-0.7673045992851257,0.0026039353106170893,-0.09717581421136856,,,,,,,,
32,1596102770.097617,25600,0.51524418592453,0.0,0.6092998385429382,0.0031264391727745533,-0.09718210250139236,,,,,,,,
33,1596102770.545799,26400,-0.42276155948638916,0.0,-0.32656705379486084,0.000977852614596486,-0.09717236459255219,,,,,,,,
34,1596102770.9969301,27200,0.05354468524456024,0.0,0.14761888980865479,0.0030891476199030876,-0.09716334939002991,,,,,,,,
35,1596102771.465921,28000,0.9377603530883789,0.0,1.0321742296218872,0.0027801338583230972,-0.09719395637512207,,,,,,,,
36,1596102771.9058392,28800,-2.253690004348755,0.0,-2.1618359088897705,0.005333741195499897,-0.09718786180019379,,,,,,,,
37,1596102772.353034,29600,2.2431836128234863,0.0,2.3341100215911865,0.006275313440710306,-0.09720185399055481,,,,,,,,
38,1596102772.789279,30400,-1.9587597846984863,0.0,-1.8659884929656982,0.0044246576726436615,-0.09719599783420563,,,,,,,,
39,1596102773.238517,31200,1.2309539318084717,0.0,1.325805902481079,0.0023505953140556812,-0.09720249474048615,,,,,,,,
40,1596102773.675049,32000,-1.1566781997680664,0.0,-1.0618984699249268,0.00236516073346138,-0.09714490175247192,,,,,,,,
41,1596102774.111552,32800,0.4307088255882263,0.0,0.5275040864944458,0.0004112848546355963,-0.09720653295516968,,,,,,,,
42,1596102774.549598,33600,-1.513548731803894,0.0,-1.4352474212646484,0.018893372267484665,-0.09719472378492355,,,,,,,,
43,1596102774.999234,34400,2.3822624683380127,0.0,2.474566698074341,0.004913744051009417,-0.09721801429986954,,,,,,,,
44,1596102775.432698,35200,-1.5892326831817627,0.0,-1.501312494277954,0.009270191192626953,-0.09719038009643555,,,,,,,,
45,1596102775.860735,36000,1.0946277379989624,0.0,1.1887551546096802,0.0030642582569271326,-0.09719173610210419,,,,,,,,
46,1596102776.303631,36800,-0.9756420254707336,0.0,-0.8794568181037903,0.001006731647066772,-0.0971919372677803,,,,,,,,
47,1596102776.776163,37600,0.5853358507156372,0.0,0.6817101836204529,0.0008077759994193912,-0.09718207269906998,,,,,,,,
48,1596102777.2544289,38400,-0.48913314938545227,0.0,-0.39242085814476013,0.000496296095661819,-0.09720858186483383,,,,,,,,
49,1596102777.710289,39200,0.1350521594285965,0.0,0.23193392157554626,0.00032005345565266907,-0.09720180928707123,,,,,,,,
50,1596102778.185361,40000,-0.526177167892456,0.0,-0.43011951446533203,0.0011269513051956892,-0.09718456864356995,,,,,,,,
51,1596102778.6531148,40800,-0.08524620532989502,0.0,0.010989734902977943,0.0009345205617137253,-0.09717046469449997,,,,,,,,
52,1596102779.1127622,41600,0.31919431686401367,0.0,0.41572368144989014,0.0006525078206323087,-0.09718188643455505,,,,,,,,
53,1596102779.5498722,42400,-0.3884114921092987,0.0,-0.2914268672466278,0.00022138604253996164,-0.0972059890627861,,,,,,,,
54,1596102780.009047,43200,-0.07004433870315552,0.0,0.026928788051009178,0.00022794156393501908,-0.09720107167959213,,,,,,,,
55,1596102780.452532,44000,-0.5410817861557007,0.0,-0.4456992745399475,0.0017933029448613524,-0.09717581421136856,,,,,,,,
56,1596102780.8995168,44800,1.6472333669662476,0.0,1.738707184791565,0.005697306711226702,-0.0971711203455925,,,,,,,,
57,1596102781.3751009,45600,-1.3731709718704224,0.0,-1.2805137634277344,0.004527059383690357,-0.09718432277441025,,,,,,,,
58,1596102781.829976,46400,0.46259844303131104,0.0,0.5593611001968384,0.0004429746768437326,-0.09720565378665924,,,,,,,,
59,1596102782.2773702,47200,-0.7069767713546753,0.0,-0.6105507016181946,0.0007683770963922143,-0.09719445556402206,,,,,,,,
60,1596102782.737691,48000,0.4063461422920227,0.0,0.49872756004333496,0.0048009720630943775,-0.09718240052461624,,,,,,,,
61,1596102783.209175,48800,-0.9676662683486938,0.0,-0.8725935816764832,0.002080945996567607,-0.09715359658002853,,,,,,,,
62,1596102783.680521,49600,0.8920131921768188,0.0,0.987892210483551,0.001326537225395441,-0.09720559418201447,,,,,,,,
63,1596102784.2567601,50400,-0.6532958149909973,0.0,-0.5564879179000854,0.0003981734625995159,-0.09720605611801147,,,,,,,,
64,1596102785.08534,51200,-0.01765308529138565,0.0,0.07939494401216507,0.00015700390213169158,-0.0972050353884697,,,,,,,,
65,1596102785.640756,52000,-0.42698314785957336,0.0,-0.3313283324241638,0.0015210793353617191,-0.09717589616775513,,,,,,,,
66,1596102786.1746309,52800,0.20128163695335388,0.0,0.2957055866718292,0.00274554081261158,-0.09716948121786118,,,,,,,,
67,1596102786.695613,53600,1.4372179508209229,0.0,1.5264278650283813,0.007986912503838539,-0.09719676524400711,,,,,,,,
68,1596102787.214795,54400,-2.495159149169922,0.0,-2.4025721549987793,0.0046241614036262035,-0.09721120446920395,,,,,,,,
69,1596102787.677921,55200,0.9442541599273682,0.0,1.0405032634735107,0.0009543724008835852,-0.09720351547002792,,,,,,,,
70,1596102788.1838012,56000,-1.0728338956832886,0.0,-0.9780134558677673,0.0023648953065276146,-0.09718526899814606,,,,,,,,
71,1596102788.6740239,56800,2.851290702819824,0.0,2.921379327774048,0.027085015550255775,-0.09717360883951187,,,,,,,,
72,1596102789.1620018,57600,-6.685160160064697,0.0,-6.692355632781982,0.10435886681079865,-0.09716297686100006,,,,,,,,
73,1596102789.612349,58400,6.908055782318115,0.0,6.948983669281006,0.05631384253501892,-0.09724198281764984,,,,,,,,
74,1596102790.10884,59200,-6.097102642059326,0.0,-6.053698539733887,0.05378793179988861,-0.09719163924455643,,,,,,,,
