# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,gen_rewards,gg_loss,generator_entropy_loss,generator_baseline_loss,mean_intrinsic_rewards,mean_episode_steps,ex_reward,generator_current_target
0,1596204620.420651,0,0.2693758010864258,0.0,0.3650585114955902,0.0004394035495352,-0.09612211585044861,,,,,,,,
1,1596204621.71569,800,-3.5670382976531982,0.0,-3.480024576187134,0.00928391981869936,-0.09629775583744049,,,,,,,,
2,1596204622.486104,1600,10.2221040725708,0.0,10.23885726928711,0.07910316437482834,-0.09585626423358917,,,,,,,,
3,1596204623.0059578,2400,-10.480968475341797,0.0,-10.471968650817871,0.08677282929420471,-0.09577299654483795,,,,,,,,
4,1596204623.385689,3200,8.517807960510254,0.0,8.555013656616211,0.05739998072385788,-0.0946052148938179,,,,,,,,
5,1596204623.836551,4000,-6.655181884765625,0.0,-6.590925216674805,0.03153199329972267,-0.09578848630189896,,,,,,,,
6,1596204624.272473,4800,2.9265782833099365,0.0,3.0145931243896484,0.006425179541110992,-0.0944400355219841,,,,,,,,
7,1596204624.743565,5600,-0.06081908196210861,0.0,0.03539545461535454,7.001722406130284e-05,-0.09628455340862274,,,,,,,,
8,1596204625.1880598,6400,-0.18527643382549286,0.0,-0.08915411680936813,8.154776878654957e-05,-0.09620386362075806,,,,,,,,
9,1596204625.6359959,7200,0.0017504394054412842,0.0,0.09795147180557251,8.287637319881469e-05,-0.09628390520811081,,,,,,,,
10,1596204626.073898,8000,-0.3082389533519745,0.0,-0.21218663454055786,0.00021369782916735858,-0.09626602381467819,,,,,,,,
11,1596204626.525325,8800,0.036809973418712616,0.0,0.13293835520744324,0.0001348265795968473,-0.09626320749521255,,,,,,,,
12,1596204626.962741,9600,-0.15867842733860016,0.0,-0.06251799315214157,0.00016299745766445994,-0.09632343053817749,,,,,,,,
13,1596204627.397152,10400,0.4683564305305481,0.0,0.5600597262382507,0.004641671199351549,-0.096344955265522,,,,,,,,
14,1596204627.823543,11200,-1.170141577720642,0.0,-1.0746638774871826,0.0009027664200402796,-0.09638047963380814,,,,,,,,
