# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,gen_rewards,gg_loss,generator_entropy_loss,generator_baseline_loss,mean_intrinsic_rewards,mean_episode_steps,ex_reward,generator_current_target
0,1596204784.702649,0,1.184126853942871,0.0,1.129063367843628,0.1515962928533554,-0.09653284400701523,,,,,,,,
1,1596204786.292074,800,-3.1124088764190674,0.0,-3.0972628593444824,0.08104321360588074,-0.09618920832872391,,,,,,,,
2,1596204787.9666932,1600,2.1022067070007324,0.0,2.193513870239258,0.004494529217481613,-0.09580153226852417,,,,,,,,
3,1596204789.6047528,2400,-2.186612606048584,0.0,-2.093961715698242,0.003769302275031805,-0.0964203029870987,,,,,,,,
4,1596204791.063206,3200,2.5210659503936768,0.0,2.533616781234741,0.08384726941585541,-0.09639810025691986,,,,,,,,
5,1596204792.30637,4000,-2.78288197517395,0.0,-2.704476833343506,0.018138308078050613,-0.0965435802936554,,,,,,,,
6,1596204793.604274,4800,0.9345134496688843,0.0,1.0128651857376099,0.01777849905192852,-0.09613023698329926,,,,,,,,
7,1596204794.590589,5600,-1.625797986984253,0.0,-1.5317397117614746,0.0020993375219404697,-0.09615764021873474,,,,,,,,
8,1596204795.566048,6400,0.6233682632446289,0.0,0.7186899185180664,0.0007027364918030798,-0.09602437168359756,,,,,,,,
9,1596204796.610113,7200,-0.36182916164398193,0.0,-0.26710450649261475,0.0014006816782057285,-0.09612531960010529,,,,,,,,
10,1596204797.725729,8000,2.638392210006714,0.0,2.623533248901367,0.1108054518699646,-0.09594663232564926,,,,,,,,
11,1596204798.709583,8800,-2.3906984329223633,0.0,-2.368655204772949,0.07399662584066391,-0.09603967517614365,,,,,,,,
12,1596204799.680477,9600,0.7667564749717712,0.0,0.8456074595451355,0.0178445465862751,-0.09669552743434906,,,,,,,,
13,1596204800.715202,10400,-1.0211360454559326,0.0,-0.9370933175086975,0.012674408033490181,-0.09671713411808014,,,,,,,,
14,1596204801.707176,11200,0.7438068389892578,0.0,0.8398081660270691,0.0008075569639913738,-0.09680888801813126,,,,,,,,
15,1596204802.7822669,12000,-1.428654670715332,0.0,-1.3365728855133057,0.004252036102116108,-0.09633388370275497,,,,,,,,
16,1596204803.7514482,12800,3.3258557319641113,0.0,3.377265453338623,0.04510413482785225,-0.09651384502649307,,,,,,,,
17,1596204804.680772,13600,-1.8349891901016235,0.0,-1.7601642608642578,0.021877208724617958,-0.09670210629701614,,,,,,,,
18,1596204805.667073,14400,-0.17055779695510864,0.0,-0.09305545687675476,0.019152292981743813,-0.09665463119745255,,,,,,,,
19,1596204806.734567,15200,-0.2618178427219391,0.0,-0.17917026579380035,0.014003603719174862,-0.09665117412805557,,,,,,,,
20,1596204807.89344,16000,0.7581593990325928,0.0,0.8010480999946594,0.053642693907022476,-0.09653138369321823,,,,,,,,
21,1596204808.8927941,16800,-2.4031763076782227,0.0,-2.323190450668335,0.016238726675510406,-0.09622454643249512,,,,,,,,
22,1596204809.838686,17600,4.170121669769287,0.0,4.18286657333374,0.08400493860244751,-0.09674974530935287,,,,,,,,
23,1596204810.907327,18400,-4.409918308258057,0.0,-4.328515529632568,0.015000632032752037,-0.09640348702669144,,,,,,,,
24,1596204812.011777,19200,0.8132935762405396,0.0,0.9007369875907898,0.009000933729112148,-0.09644436836242676,,,,,,,,
25,1596204812.991955,20000,-0.31416845321655273,0.0,-0.2316979169845581,0.014123696833848953,-0.09659423679113388,,,,,,,,
26,1596204813.972218,20800,1.9713929891586304,0.0,2.062723159790039,0.005275174509733915,-0.09660536795854568,,,,,,,,
27,1596204815.0047748,21600,-2.009821891784668,0.0,-1.9169987440109253,0.003831729991361499,-0.09665484726428986,,,,,,,,
28,1596204816.020289,22400,0.9109247922897339,0.0,1.0064197778701782,0.001163726206868887,-0.09665872901678085,,,,,,,,
29,1596204816.996622,23200,0.3654834032058716,0.0,0.4142507314682007,0.04775020480155945,-0.09651754796504974,,,,,,,,
30,1596204818.1160178,24000,-0.9056747555732727,0.0,-0.8116670250892639,0.00246921693906188,-0.0964769646525383,,,,,,,,
31,1596204819.096119,24800,-0.5126733183860779,0.0,-0.419659286737442,0.0035438225604593754,-0.09655783325433731,,,,,,,,
32,1596204820.303225,25600,0.80731600522995,0.0,0.8993467092514038,0.004651285242289305,-0.09668200463056564,,,,,,,,
33,1596204821.276639,26400,0.6313842535018921,0.0,0.7091458439826965,0.018898138776421547,-0.09665971249341965,,,,,,,,
34,1596204822.435477,27200,-1.1396591663360596,0.0,-1.0452803373336792,0.0019339758437126875,-0.09631279110908508,,,,,,,,
35,1596204823.522211,28000,0.7916814088821411,0.0,0.879240095615387,0.009066535159945488,-0.09662520885467529,,,,,,,,
36,1596204824.593206,28800,-0.018325723707675934,0.0,0.06795555353164673,0.010357456281781197,-0.09663873165845871,,,,,,,,
37,1596204825.8615491,29600,-1.4672589302062988,0.0,-1.3816276788711548,0.010962674394249916,-0.09659403562545776,,,,,,,,
38,1596204826.976619,30400,1.6889452934265137,0.0,1.7691463232040405,0.01642071083188057,-0.09662174433469772,,,,,,,,
39,1596204828.011858,31200,1.8624264001846313,0.0,1.6719650030136108,0.28687161207199097,-0.09641017019748688,,,,,,,,
40,1596204829.1113112,32000,-2.3295607566833496,0.0,-2.2372496128082275,0.0037901033647358418,-0.09610122442245483,,,,,,,,
41,1596204830.242033,32800,1.0704431533813477,0.0,1.1629095077514648,0.00367382587864995,-0.09614013880491257,,,,,,,,
42,1596204831.395848,33600,-0.7822064161300659,0.0,-0.6876233816146851,0.0016641971888020635,-0.09624726325273514,,,,,,,,
43,1596204832.6120791,34400,0.061395063996315,0.0,0.1574169546365738,0.0002729652333073318,-0.09629485011100769,,,,,,,,
44,1596204833.8078048,35200,0.1816672384738922,0.0,0.27300143241882324,0.004855703096836805,-0.09618987888097763,,,,,,,,
45,1596204834.898932,36000,-0.49424952268600464,0.0,-0.39826807379722595,0.0002774270542431623,-0.09625887870788574,,,,,,,,
46,1596204835.940338,36800,-0.16435204446315765,0.0,-0.07057508081197739,0.0025330781936645508,-0.09631004184484482,,,,,,,,
47,1596204837.19913,37600,-0.11708369851112366,0.0,-0.020968277007341385,0.00016523939848411828,-0.09628066420555115,,,,,,,,
48,1596204838.220798,38400,-0.0882779061794281,0.0,0.007902199402451515,0.00017950824985746294,-0.09635961055755615,,,,,,,,
49,1596204839.218372,39200,0.048606254160404205,0.0,0.14428600668907166,0.0004567532450892031,-0.09613650292158127,,,,,,,,
